Strategy,Model,Train,Test,Accuracy,Precision_macro,Recall_macro,F1_macro,Class0_Precision,Class0_Recall,Class0_F1,Class0_Support,Class1_Precision,Class1_Recall,Class1_F1,Class1_Support,Macro_F1,Weighted_F1,Full_Report_JSON
X_LENGTH,bert-base-german-cased,GERMEVAL (train_70),GERMEVAL (test_30),0.7946888624653191,0.7720262660053905,0.7615895853878507,0.7661785733199173,0.8326601269474899,0.8635547576301615,0.8478260869565217,1671.0,0.7113924050632912,0.6596244131455399,0.6845310596833131,852.0,0.7661785733199173,0.792682463002192,"{""0"": {""precision"": 0.8326601269474899, ""recall"": 0.8635547576301615, ""f1-score"": 0.8478260869565217, ""support"": 1671.0}, ""1"": {""precision"": 0.7113924050632912, ""recall"": 0.6596244131455399, ""f1-score"": 0.6845310596833131, ""support"": 852.0}, ""accuracy"": 0.7946888624653191, ""macro avg"": {""precision"": 0.7720262660053905, ""recall"": 0.7615895853878507, ""f1-score"": 0.7661785733199173, ""support"": 2523.0}, ""weighted avg"": {""precision"": 0.791708839176845, ""recall"": 0.7946888624653191, ""f1-score"": 0.792682463002192, ""support"": 2523.0}}"
X_LENGTH,bert-base-german-cased,GERMEVAL (full),HASOC (full),0.8055258085243093,0.6284719219319673,0.7108494932642033,0.6480740521342752,0.938897981451173,0.8342220067862336,0.88347022587269,4126.0,0.3180458624127617,0.5874769797421732,0.4126778783958603,543.0,0.6480740521342752,0.8287175497793255,"{""0"": {""precision"": 0.938897981451173, ""recall"": 0.8342220067862336, ""f1-score"": 0.88347022587269, ""support"": 4126.0}, ""1"": {""precision"": 0.3180458624127617, ""recall"": 0.5874769797421732, ""f1-score"": 0.4126778783958603, ""support"": 543.0}, ""accuracy"": 0.8055258085243093, ""macro avg"": {""precision"": 0.6284719219319673, ""recall"": 0.7108494932642033, ""f1-score"": 0.6480740521342752, ""support"": 4669.0}, ""weighted avg"": {""precision"": 0.8666935049812957, ""recall"": 0.8055258085243093, ""f1-score"": 0.8287175497793255, ""support"": 4669.0}}"
X_LENGTH,bert-base-german-cased,GERMEVAL (full),GAHD (full),0.6042197162604583,0.5879560679649094,0.5741268387020759,0.569032278609305,0.6266649590163934,0.7729857819905214,0.6921771113311642,6330.0,0.5492471769134254,0.37526789541363054,0.4458874458874459,4666.0,0.569032278609305,0.5876675097523729,"{""0"": {""precision"": 0.6266649590163934, ""recall"": 0.7729857819905214, ""f1-score"": 0.6921771113311642, ""support"": 6330.0}, ""1"": {""precision"": 0.5492471769134254, ""recall"": 0.37526789541363054, ""f1-score"": 0.4458874458874459, ""support"": 4666.0}, ""accuracy"": 0.6042197162604583, ""macro avg"": {""precision"": 0.5879560679649094, ""recall"": 0.5741268387020759, ""f1-score"": 0.569032278609305, ""support"": 10996.0}, ""weighted avg"": {""precision"": 0.5938137975674621, ""recall"": 0.6042197162604583, ""f1-score"": 0.5876675097523729, ""support"": 10996.0}}"
X_LENGTH,bert-base-german-cased,GERMEVAL (full),HASOC+GAHD (HASOC+GAHD),0.6642195978295563,0.610170247033254,0.5972695479676382,0.6002857253737715,0.7264249607808959,0.797149961744453,0.7601459188326494,10456.0,0.49391553328561205,0.39738913419082356,0.44042553191489364,5209.0,0.6002857253737715,0.6538309813634767,"{""0"": {""precision"": 0.7264249607808959, ""recall"": 0.797149961744453, ""f1-score"": 0.7601459188326494, ""support"": 10456.0}, ""1"": {""precision"": 0.49391553328561205, ""recall"": 0.39738913419082356, ""f1-score"": 0.44042553191489364, ""support"": 5209.0}, ""accuracy"": 0.6642195978295563, ""macro avg"": {""precision"": 0.610170247033254, ""recall"": 0.5972695479676382, ""f1-score"": 0.6002857253737715, ""support"": 15665.0}, ""weighted avg"": {""precision"": 0.6491098246287776, ""recall"": 0.6642195978295563, ""f1-score"": 0.6538309813634767, ""support"": 15665.0}}"
X_LENGTH,bert-base-german-cased,HASOC (train_70),HASOC (test_30),0.8893647394718058,0.7380392642085292,0.5858028484494089,0.6128764852169107,0.9020044543429844,0.981421647819063,0.9400386847195358,1238.0,0.5740740740740741,0.1901840490797546,0.2857142857142857,163.0,0.6128764852169107,0.8639110066054347,"{""0"": {""precision"": 0.9020044543429844, ""recall"": 0.981421647819063, ""f1-score"": 0.9400386847195358, ""support"": 1238.0}, ""1"": {""precision"": 0.5740740740740741, ""recall"": 0.1901840490797546, ""f1-score"": 0.2857142857142857, ""support"": 163.0}, ""accuracy"": 0.8893647394718058, ""macro avg"": {""precision"": 0.7380392642085292, ""recall"": 0.5858028484494089, ""f1-score"": 0.6128764852169107, ""support"": 1401.0}, ""weighted avg"": {""precision"": 0.863851240935538, ""recall"": 0.8893647394718058, ""f1-score"": 0.8639110066054347, ""support"": 1401.0}}"
X_LENGTH,bert-base-german-cased,HASOC (full),GERMEVAL (full),0.6964434399904841,0.7441078224212607,0.5587681721439192,0.5208844502137218,0.6902989781758547,0.9825821511941103,0.8109069353882632,5569.0,0.7979166666666667,0.13495419309372797,0.23086196503918022,2838.0,0.5208844502137218,0.6150977732792233,"{""0"": {""precision"": 0.6902989781758547, ""recall"": 0.9825821511941103, ""f1-score"": 0.8109069353882632, ""support"": 5569.0}, ""1"": {""precision"": 0.7979166666666667, ""recall"": 0.13495419309372797, ""f1-score"": 0.23086196503918022, ""support"": 2838.0}, ""accuracy"": 0.6964434399904841, ""macro avg"": {""precision"": 0.7441078224212607, ""recall"": 0.5587681721439192, ""f1-score"": 0.5208844502137218, ""support"": 8407.0}, ""weighted avg"": {""precision"": 0.7266281086548513, ""recall"": 0.6964434399904841, ""f1-score"": 0.6150977732792233, ""support"": 8407.0}}"
X_LENGTH,bert-base-german-cased,HASOC (full),GAHD (full),0.5769370680247363,0.5467385948133591,0.5086833664118571,0.4133945426718858,0.5801184110007639,0.9597156398104265,0.7231281990239258,6330.0,0.5133587786259542,0.057651093013287615,0.10366088631984585,4666.0,0.4133945426718858,0.46026584170515195,"{""0"": {""precision"": 0.5801184110007639, ""recall"": 0.9597156398104265, ""f1-score"": 0.7231281990239258, ""support"": 6330.0}, ""1"": {""precision"": 0.5133587786259542, ""recall"": 0.057651093013287615, ""f1-score"": 0.10366088631984585, ""support"": 4666.0}, ""accuracy"": 0.5769370680247363, ""macro avg"": {""precision"": 0.5467385948133591, ""recall"": 0.5086833664118571, ""f1-score"": 0.4133945426718858, ""support"": 10996.0}, ""weighted avg"": {""precision"": 0.5517898874775862, ""recall"": 0.5769370680247363, ""f1-score"": 0.46026584170515195, ""support"": 10996.0}}"
X_LENGTH,bert-base-german-cased,HASOC (full),GERMEVAL+GAHD (GERMEVAL+GAHD),0.6287172086790702,0.6384954231662945,0.528652337880788,0.45774802143248866,0.6275884558943421,0.9704176821581646,0.7622285299359693,11899.0,0.649402390438247,0.08688699360341151,0.153267512929008,7504.0,0.45774802143248866,0.5267163167926286,"{""0"": {""precision"": 0.6275884558943421, ""recall"": 0.9704176821581646, ""f1-score"": 0.7622285299359693, ""support"": 11899.0}, ""1"": {""precision"": 0.649402390438247, ""recall"": 0.08688699360341151, ""f1-score"": 0.153267512929008, ""support"": 7504.0}, ""accuracy"": 0.6287172086790702, ""macro avg"": {""precision"": 0.6384954231662945, ""recall"": 0.528652337880788, ""f1-score"": 0.45774802143248866, ""support"": 19403.0}, ""weighted avg"": {""precision"": 0.6360248711299996, ""recall"": 0.6287172086790702, ""f1-score"": 0.5267163167926286, ""support"": 19403.0}}"
X_LENGTH,bert-base-german-cased,GAHD (train_70),GAHD (test_30),0.7714458926947559,0.7671142990089357,0.7716313097118784,0.7683562669487738,0.8214486243683324,0.770405476566614,0.7951086956521739,1899.0,0.7127799736495388,0.7728571428571429,0.7416038382453736,1400.0,0.7683562669487738,0.7724027846580785,"{""0"": {""precision"": 0.8214486243683324, ""recall"": 0.770405476566614, ""f1-score"": 0.7951086956521739, ""support"": 1899.0}, ""1"": {""precision"": 0.7127799736495388, ""recall"": 0.7728571428571429, ""f1-score"": 0.7416038382453736, ""support"": 1400.0}, ""accuracy"": 0.7714458926947559, ""macro avg"": {""precision"": 0.7671142990089357, ""recall"": 0.7716313097118784, ""f1-score"": 0.7683562669487738, ""support"": 3299.0}, ""weighted avg"": {""precision"": 0.7753327980554161, ""recall"": 0.7714458926947559, ""f1-score"": 0.7724027846580785, ""support"": 3299.0}}"
X_LENGTH,bert-base-german-cased,GAHD (full),GERMEVAL (full),0.5928393005828476,0.5349691441864025,0.5331836068764331,0.5334264281052606,0.6837958204864679,0.7168252828155863,0.6999211010782853,5569.0,0.3861424678863371,0.34954193093727975,0.36693175513223597,2838.0,0.5334264281052606,0.5875119463506907,"{""0"": {""precision"": 0.6837958204864679, ""recall"": 0.7168252828155863, ""f1-score"": 0.6999211010782853, ""support"": 5569.0}, ""1"": {""precision"": 0.3861424678863371, ""recall"": 0.34954193093727975, ""f1-score"": 0.36693175513223597, ""support"": 2838.0}, ""accuracy"": 0.5928393005828476, ""macro avg"": {""precision"": 0.5349691441864025, ""recall"": 0.5331836068764331, ""f1-score"": 0.5334264281052606, ""support"": 8407.0}, ""weighted avg"": {""precision"": 0.5833152430296853, ""recall"": 0.5928393005828476, ""f1-score"": 0.5875119463506907, ""support"": 8407.0}}"
